id,name,road,startLat,startLng,endLat,endLng,lengthM,widthM,heightM,lanes,diff
t57,한계터널(상),일반국도46호선,38.155082,128.257432,38.166111,128.26141,1298,10.3,8,2,3
t58,용대터널(상),일반국도46호선,38.167106,128.262246,38.172483,128.269682,927,8.6,6.7,2,5
t59,한치터널(하),일반국도7호선,37.417777,129.192922,37.413621,129.19721,570,8.6,6.8,2,3
t60,월천터널(상),일반국도7호선,37.146149,129.356766,37.147373,129.356826,145,8.6,6.8,2,1
t61,장호터널(하),일반국도7호선,37.271903,129.31185,37.266593,129.319425,915,8.6,6.8,2,4
t62,한계터널(하),일반국도46호선,38.166048,128.26093,38.155014,128.257026,1272,10.3,8,2,3
t63,용대터널(하),일반국도46호선,38.172644,128.269371,38.167337,128.261927,950,8.6,6.7,2,5
t64,현내터널(하),일반국도7호선,38.529571,128.406517,38.524898,128.410067,610,8.6,6.7,2,4
t65,막동터널,일반국도59호선,37.512054,128.563054,37.515004,128.562929,247,10.8,7.2,2,1
t66,장평1터널,일반국도6호선,37.590368,128.40492,37.59368,128.412404,710,11.5,6.9,2,4
t67,장평2터널,일반국도6호선,37.594726,128.415082,37.596633,128.420827,538,11.5,6.9,2,3
t68,속사터널,일반국도6호선,37.639648,128.507461,37.641996,128.530972,2101,11.5,7.1,2,5
t69,왕산터널,일반국도35호선,37.687739,128.824295,37.695752,128.829253,990,11,7.3,2,4
t70,수항터널,일반국도59호선,37.538129,128.564277,37.542249,128.567107,496,10.8,7.8,2,1
t71,멧둔재터널(상),일반국도42호선,37.344683,128.454349,37.340691,128.46032,640,6.5,6.1,2,4
t72,비행기재터널(상),일반국도42호선,37.345592,128.562352,37.348435,128.567128,520,7,6.1,2,4
t73,두문동재터널,일반국도38호선,37.207031,128.906069,37.202431,128.920758,1368,8.8,6.7,2,5
t74,쇄재터널,일반국도59호선,37.333113,128.71355,37.339187,128.712469,650,6.5,6,2,4
t75,녹전터널,일반국도31호선,37.1439,128.67654,37.145672,128.675797,200,9.5,7,2,1
t76,이목터널,일반국도31호선,37.148715,128.674561,37.149547,128.674191,95,9.5,7,2,1
t77,수라리터널,일반국도31호선,37.17152,128.643344,37.176367,128.63461,945,9.5,6.9,2,4
t78,도계1터널,일반국도38호선,37.217424,129.03876,37.233118,129.038357,1766,10,7,2,5
t79,도계2터널,일반국도38호선,37.233711,129.038582,37.242252,129.044198,1077,10,7,2,5
t80,까칠재 터널,일반국도59호선,37.369422,128.691811,37.368965,128.687717,377,9.5,7.1,2,2
t81,각한터널(상),일반국도38호선,37.186593,128.416666,37.185079,128.427206,953,8.5,6.8,2,5
t82,방절터널(상),일반국도38호선,37.184416,128.432092,37.18416,128.43466,200,8.7,6.8,2,1
t83,영월1터널(상),일반국도38호선,37.191325,128.454431,37.192676,128.459409,460.5,8.6,6.8,2,3
t84,영월2터널(상),일반국도38호선,37.193268,128.461597,37.194186,128.472646,948,9,6.8,2,5
t85,봉래터널(상),일반국도38호선,37.192799,128.475812,37.188413,128.485079,908,8.6,6.8,2,4
t86,사북1터널(상),일반국도38호선,37.22785,128.823494,37.227214,128.825608,179,8.6,6.7,2,1
t87,사북2터널(상),일반국도38호선,37.226772,128.826814,37.220534,128.832555,859,8.6,6.7,2,5
t88,고한터널(상),일반국도38호선,37.199266,128.859549,37.196304,128.864282,505,8.6,6.7,2,3
t89,석항2터널(상),일반국도38호선,37.194997,128.593747,37.195268,128.597349,325,9,6.7,2,2
t90,석항1터널(상),일반국도38호선,37.193731,128.577611,37.194649,128.589247,990,9,6.7,2,5
t91,반송터널(상),일반국도38호선,37.186613,128.542407,37.18739,128.545317,265,9,6.7,2,2
t92,증산터널(상),일반국도38호선,37.235133,128.783336,37.232047,128.787815,503,8.8,6.7,2,3
t93,고사1터널(상),일반국도38호선,37.272343,129.067067,37.277214,129.069788,585,9,6.7,2,4
t94,고사2터널(상),일반국도38호선,37.278938,129.070105,37.284572,129.068873,625,9,6.7,2,4
t95,발이터널(상),일반국도38호선,37.287107,129.067635,37.290049,129.066593,340,9,6.7,2,2
t96,마차1터널(상),일반국도38호선,37.296805,129.068024,37.300363,129.069884,436,9,6,2,3
t97,대평터널(상),일반국도38호선,37.335869,129.085516,37.337311,129.087006,216,9,6.7,2,2
t98,상정터널(상),일반국도38호선,37.377044,129.101196,37.381762,129.101892,495,9,6.7,2,3
t99,상정터널(하),일반국도38호선,37.381799,129.10156,37.376449,129.100722,510,9,6.7,2,3
t100,신기터널(상),일반국도38호선,37.342896,129.09032,37.348336,129.09013,590,9,6.7,2,4
t101,천기1터널(상),일반국도38호선,37.3509,129.090838,37.370115,129.099002,2235,9,6.9,2,5
t102,천기1터널(하),일반국도38호선,37.370147,129.098619,37.350893,129.090452,2235,9,6.9,2,5
t103,천기2터널(상),일반국도38호선,37.375069,129.100842,37.376438,129.1011,165,9,6.7,2,1
t104,각한터널(하),일반국도38호선,37.185349,128.427256,37.186844,128.416767,915,8.6,6.8,2,4
t105,방절터널(하),일반국도38호선,37.184425,128.434536,37.184682,128.432125,205,8.7,6.8,2,1
t106,영월1터널(하),일반국도38호선,37.192674,128.458297,37.191519,128.454029,350,8.6,6.8,2,2
t107,영월2터널(하),일반국도38호선,37.194468,128.472781,37.193629,128.461928,955,8.6,6.8,2,5
t108,봉래터널(하),일반국도38호선,37.188522,128.485534,37.193045,128.475957,953,8.6,6.8,2,5
t109,두문동재2터널,일반국도38호선,37.207484,128.900316,37.207445,128.928339,2470,8.6,6.7,2,5
t110,사북1터널(하),일반국도38호선,37.227541,128.825745,37.228424,128.822792,258,8.6,6.7,2,2
t111,사북2터널(하),일반국도38호선,37.220595,128.832996,37.227094,128.827114,865,8.6,6.7,2,5
t112,고한터널(하),일반국도38호선,37.196374,128.864872,37.199629,128.859682,570,8.6,6.7,2,3
t113,석항2터널(하),일반국도38호선,37.195667,128.598317,37.195266,128.593505,404,9,6.7,2,3
t114,석항1터널(하),일반국도38호선,37.194917,128.589247,37.194003,128.577619,980,9,6.7,2,5
t115,반송터널(하),일반국도38호선,37.187659,128.545086,37.186953,128.542411,220,8.8,6.7,2,2
t116,증산터널(하),일반국도38호선,37.232441,128.787729,37.235332,128.78356,484.7,8.8,6.7,2,3
t117,멧둔재터널(하),일반국도42호선,37.340189,128.463391,37.346383,128.451873,1265,9,7.3,2,4
t118,비행기재터널(하),일반국도42호선,37.35045,128.567142,37.344881,128.560456,861,8.8,6.7,2,5
t119,고사1터널(하),일반국도38호선,37.277453,129.06949,37.272857,129.06703,550,9,6.7,2,3
t120,고사2터널(하),일반국도38호선,37.284522,129.068533,37.27925,129.06977,590,9,6.7,2,4
t121,발이터널(하),일반국도38호선,37.29057,129.066151,37.286864,129.067363,410,9,6.7,2,3
t122,마차1터널(하),일반국도38호선,37.300392,129.069859,37.296722,129.067988,435,8.8,6,2,3
t123,대평터널(하),일반국도38호선,37.337324,129.086995,37.335869,129.085511,216,9,6.7,2,2
t124,신기터널(하),일반국도38호선,37.3474,129.089824,37.343357,129.089997,440,9,6.7,2,3
t125,천기2터널(하),일반국도38호선,37.376368,129.100754,37.37499,129.100439,150,9,6.7,2,1
t126,장전터널,일반국도59호선,37.49063,128.578151,37.495226,128.570932,820,11.5,7.5,2,3
t127,연덕터널,일반국도31호선,37.275587,128.416633,37.280836,128.414637,610,9.5,6.9,2,3
t128,원동터널,일반국도31호선,37.292479,128.396442,37.297647,128.393129,640,9,6.9,2,3
t129,응암터널,일반국도31호선,37.325376,128.375844,37.327856,128.37618,257,9.5,6.7,2,2
t130,아우라지터널,일반국도42호선,37.469076,128.729178,37.469427,128.734471,380,9.5,6.6,2,3
t131,솔치재터널,일반국도42호선,37.369027,128.620828,37.375394,128.623824,770,11.5,7.5,2,3
t132,정선터널,일반국도42호선,37.387669,128.645008,37.390611,128.664925,1874,11.5,7.3,2,5
t133,뱃재터널(상),일반국도31호선,37.411495,128.418076,37.426815,128.422195,1740,9,6.9,2,5
t134,뱃재터널(하),일반국도31호선,37.426583,128.421809,37.411716,128.417823,1692,9,6.9,2,5
t135,여량터널,일반국도42호선,37.469493,128.710315,37.470363,128.71509,415.5,10.5,6.6,2,3
t136,덕우터널,일반국도59호선,37.35557,128.714667,37.35732,128.713259,225,9.5,6.9,2,1
t137,덕상터널,국가지원지방도88호선,37.245119,128.373561,37.245301,128.37149,165,9,4.5,2,2
t138,배일치터널,국가지원지방도88호선,37.223452,128.390994,37.230699,128.386319,830,9,4.5,2,5
t139,솔치터널,국가지원지방도88호선,37.265514,128.224409,37.265746,128.206908,1554,10.3,4.8,2,5
t140,신림터널,국가지원지방도88호선,37.252344,128.118753,37.251258,128.111425,620,9,4.5,2,5
t141,영동2터널,지방도408호선,37.573721,128.388613,37.57222,128.382549,625,9.3,4.2,2,5
t142,오룡터널,지방도444호선,37.687645,127.915507,37.691396,127.915338,400,9.6,4.8,2,3
t143,보래령터널,지방도424호선,37.683447,128.39269,37.701044,128.399733,2050,9,4.8,2,5
t144,고일재터널,지방도411호선,37.345498,128.189157,37.346113,128.18222,640,9,4.8,2,5
t145,소주터널,지방도403호선,37.759752,127.625418,37.765278,127.630634,750,8.5,4.8,2,5
t146,덕만이터널(상),국가지원지방도70호선,37.769959,127.713186,37.762124,127.712209,880,10.1,6.7,2,5
t147,덕만이터널(하),국가지원지방도70호선,37.76221,127.712587,37.770143,127.713529,867,10.1,6.7,2,5
t148,밤재터널,지방도415호선,37.307101,128.47969,37.300174,128.483908,890,12.7,8.3,2,3
t149,강촌터널,지방도403호선,37.815403,127.635484,37.814293,127.635906,134,17.6,9,4,1
t150,백양치터널,지방도494호선,37.605776,127.693355,37.600821,127.702391,959,12.6,7.5,2,3
t151,잣방산터널,국가지원지방도70호선,37.702965,127.687107,37.702863,127.682612,405,9,6.8,2,2
t152,지르매재터널,지방도451호선,37.809399,128.011716,37.808227,128.021146,860,6.5,4.8,2,5
t153,대곡치터널,국가지원지방도70호선,37.652135,127.652668,37.660812,127.654994,995,9,4.8,2,5
t154,조침령터널,지방도418호선,37.99721,128.509594,37.995527,128.496699,1145,10.2,7.1,2,4
t155,문의재터널,지방도427호선,37.217305,129.157094,37.208818,129.145747,1371,10.5,4.5,2,5
t156,건의령터널,지방도424호선,37.264289,129.006729,37.262433,129.002611,395,9.7,6.7,2,3
t157,구사터널,지방도427호선,37.181433,129.076282,37.183375,129.086342,910,10,7,2,4
t158,청령포터널,국가지원지방도88호선,37.175819,128.454105,37.178679,128.450278,473,18.7,4.8,4,2
t159,들입재터널,지방도424호선,37.345675,129.183617,37.34927,129.195217,1143,9,4.8,2,5
t160,와석재터널,국가지원지방도88호선,37.125294,128.591927,37.129413,128.584778,781,10.5,7,2,4
t161,노나무재터널,국가지원지방도28호선,37.253934,128.863535,37.248432,128.865101,600,9,4.5,2,4
t162,팔괴터널(상),국가지원지방도88호선,37.152187,128.489285,37.160379,128.477319,1390,10.3,7,2,5
t163,팔괴터널(하),국가지원지방도88호선,37.160177,128.47708,37.151973,128.489029,1390,10.3,7,2,5
t164,신술터널,국가지원지방도56호선,38.16721,127.450741,38.168033,127.443948,610,10.3,4.8,2,4
t165,부다리터널,지방도407호선,38.013314,127.723937,38.031571,127.719343,2067,10.5,4.8,2,5
t166,대붕터널,지방도460호선,38.207616,127.845185,38.205518,127.845705,245.5,9.9,4.8,2,2
t167,오천터널,지방도460호선,38.212059,127.900904,38.215501,127.886616,1296,9.3,4.5,2,5
t168,재안터널,지방도460호선,38.202921,127.844417,38.20246,127.842162,134.6,9.9,4.8,2,2
t169,평화터널,지방도460호선,38.212353,127.8504,38.212453,127.848423,167.5,9.9,4.8,2,2
t170,해산터널,지방도460호선,38.189102,127.798622,38.187493,127.775993,1986,9.3,4.5,2,5
t171,하오터널,지방도463호선,38.118382,127.476118,38.132544,127.472838,1532,9.9,4.8,2,5
t172,돌산령터널,지방도453호선,38.235832,128.084077,38.257688,128.104392,2995,10,4.8,2,5
t173,양화터널,지방도460호선,38.213395,127.856104,38.212557,127.852412,328.2,9.9,4.8,2,3
t174,신매터널(상행),국가지원지방도70호선,37.92332,127.70423,37.921943,127.707481,354,10,6.7,2,2
t175,신매터널(하행),국가지원지방도70호선,37.922161,127.707477,37.923533,127.704366,336,10,6.7,2,2
t176,두타연터널,지방도460호선,38.227224,127.981433,38.227236,127.977836,389,10,7.1,2,2
t177,숙고개터널,지방도461호선,38.16664,127.629563,38.165242,127.631514,275,13,4,2,3
t178,새밑터널,지방도403호선,37.971197,127.733719,37.990225,127.73179,2110,11,8.7,2,4
t179,월명터널,지방도403호선,38.115061,127.93384,38.121845,127.939332,940,10.6,7.3,2,4
t180,학령터널,지방도460호선,38.195401,128.004104,38.203839,128.003632,845,12.3,7.3,2,3
t181,미시령터널(상),국가지원지방도56호선,38.214863,128.454894,38.21897,128.413442,3565,9.8,7.4,2,5
t182,미시령터널(하),국가지원지방도56호선,38.218255,128.414681,38.214611,128.45461,3520,9.8,7.4,2,5
t183,종자터널,시도,37.75135,127.75709,37.749086,127.764522,716,10.5,7,3,3
t184,단계지하차도,시도,37.343082,127.933155,37.345096,127.933688,470,15.9,6.4,4,2
t185,봉화산터널(대명방향),일반국도42호선,37.341952,127.913553,37.344386,127.912251,316,14.9,4.8,3,2
t186,봉화산터널(시청방향),시도,37.344146,127.911853,37.340689,127.913831,435,14.9,4.8,3,2
t187,입암지하차도,시도,37.756035,128.907518,37.757818,128.909811,44,9,4.7,2,2
t188,동점터널,시도,37.092498,129.041131,37.09185,129.041783,89.5,8.6,5,2,2
t189,장성터널,시도,37.098222,129.01541,37.098222,129.01541,450,9,6.2,2,3
t190,절골지하차도,시도,37.175708,128.980357,37.17667,128.980743,132,20,4.9,2,2
t191,태백터널,일반국도31호선,37.093693,129.029099,37.088042,129.028206,646,10,4.8,2,5
t192,삼수령터널,일반국도35호선,37.22485,128.989365,37.221412,128.988125,406,10.4,7,2,2
t193,목우재터널,시도,38.177126,128.529172,38.171615,128.529056,610,10,7.1,2,3
t194,교동지하차도,시도,38.204307,128.566819,38.204765,128.566287,70,17.5,6.5,4,1
t195,잿골터널,군도,37.69754,127.876012,37.700975,127.873161,416,10,6,2,3
t196,영동제1터널,군도,37.539601,128.29736,37.540924,128.299216,225,9,4,2,3
t197,용석터널,군도,37.235107,128.288826,37.236923,128.289144,205,7,4,1,3
t198,동강터널,군도,37.190474,128.501269,37.183779,128.499566,763,8,7,2,4
t199,문산터널,군도,37.256541,128.504535,37.260348,128.506846,455,7,7,2,2
t200,모릿재터널,군도,37.575776,128.499497,37.578178,128.503332,400,8,5,2,3
t201,덧개수터널,군도,37.505242,128.419777,37.505487,128.427477,650,9,5,2,5
t202,기화터널,군도,37.315125,128.52082,37.315336,128.521432,50,9.4,4.8,2,2
t203,병두터널,군도,37.65117,128.611413,37.652806,128.617579,575,10.5,7.6,2,2
t204,유천터널,군도,37.651174,128.611453,37.652807,128.617562,369,8,7.6,2,1
t205,용산터널,군도,37.651173,128.611498,37.652784,128.617578,439,10.4,7.6,2,1
t206,칼산터널(상행),이도,37.669876,128.677566,37.670099,128.675197,210,9.4,6.5,2,2
t207,칼산터널(하행),이도,37.669624,128.67751,37.669875,128.674773,210,9.4,6.5,2,2
t208,사문터널,군도,37.236516,128.820029,37.238949,128.819445,314,8.5,4.8,2,3
